Movie_ID,Title,Genre,Director,Cast,Country,Release_Year,Rating,Duration_Minutes,Language,Popularity_Score,Vote_Count,Age_Group,Description,Combined_Features
68,The Great Adventure 68,Animation,Daniel Thomas,Emily Brown,Canada,2009,U,178,Spanish,3.06,121075,Adults,"A animation movie directed by Daniel Thomas, starring Emily Brown. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events.","Animation Daniel Thomas Emily Brown Canada Spanish U Adults A animation movie directed by Daniel Thomas, starring Emily Brown. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events."
69,The Final Mission 69,Thriller,Michael Brown,Arjun Reddy,France,2025,U/A,139,Hindi,3.35,162788,Teens,"A thriller movie directed by Michael Brown, starring Arjun Reddy. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Thriller Michael Brown Arjun Reddy France Hindi U/A Teens A thriller movie directed by Michael Brown, starring Arjun Reddy. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
70,Unknown Enemy 70,Sci-Fi,Priya Sharma,Robert King,Canada,2015,PG,91,Hindi,6.02,292099,Adults,"A sci-fi movie directed by Priya Sharma, starring Robert King. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events.","Sci-Fi Priya Sharma Robert King Canada Hindi PG Adults A sci-fi movie directed by Priya Sharma, starring Robert King. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events."
71,Unknown Enemy 71,Animation,Daniel Thomas,Ravi Kumar,India,2022,PG,88,Tamil,3.51,173814,Kids,"A animation movie directed by Daniel Thomas, starring Ravi Kumar. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Animation Daniel Thomas Ravi Kumar India Tamil PG Kids A animation movie directed by Daniel Thomas, starring Ravi Kumar. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
72,Broken Dreams 72,Adventure,Robert Wilson,Ananya Sharma,India,2015,PG,159,French,9.07,6395,Family,"A adventure movie directed by Robert Wilson, starring Ananya Sharma. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure Robert Wilson Ananya Sharma India French PG Family A adventure movie directed by Robert Wilson, starring Ananya Sharma. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
73,The Secret 73,Animation,Priya Sharma,Michael Johnson,Canada,2021,A,112,Korean,6.78,144046,Family,"A animation movie directed by Priya Sharma, starring Michael Johnson. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events.","Animation Priya Sharma Michael Johnson Canada Korean A Family A animation movie directed by Priya Sharma, starring Michael Johnson. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events."
74,Lost World 74,Documentary,Raj Kumar,Ravi Kumar,France,2016,PG,151,Japanese,8.07,184523,Teens,"A documentary movie directed by Raj Kumar, starring Ravi Kumar. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Documentary Raj Kumar Ravi Kumar France Japanese PG Teens A documentary movie directed by Raj Kumar, starring Ravi Kumar. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
75,Dark Night 75,Adventure,Steven Martin,Tom Harris,Japan,2019,R,178,English,4.35,300604,Family,"A adventure movie directed by Steven Martin, starring Tom Harris. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure Steven Martin Tom Harris Japan English R Family A adventure movie directed by Steven Martin, starring Tom Harris. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events."
76,Magic World 76,Drama,Daniel Thomas,Robert King,India,2002,A,104,Spanish,1.05,178147,Teens,"A drama movie directed by Daniel Thomas, starring Robert King. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Drama Daniel Thomas Robert King India Spanish A Teens A drama movie directed by Daniel Thomas, starring Robert King. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
77,Unknown Enemy 77,Documentary,Christopher Lee,Arjun Reddy,Japan,2013,A,161,Spanish,5.37,257286,Kids,"A documentary movie directed by Christopher Lee, starring Arjun Reddy. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events.","Documentary Christopher Lee Arjun Reddy Japan Spanish A Kids A documentary movie directed by Christopher Lee, starring Arjun Reddy. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events."
78,The Secret 78,Documentary,Raj Kumar,Michael Johnson,India,2015,R,140,French,3.02,90372,Kids,"A documentary movie directed by Raj Kumar, starring Michael Johnson. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Documentary Raj Kumar Michael Johnson India French R Kids A documentary movie directed by Raj Kumar, starring Michael Johnson. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
79,The Forgotten Story 79,Action,Raj Kumar,David Miller,Canada,2003,U/A,112,English,5.45,480147,Teens,"A action movie directed by Raj Kumar, starring David Miller. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events.","Action Raj Kumar David Miller Canada English U/A Teens A action movie directed by Raj Kumar, starring David Miller. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events."
80,The Great Adventure 80,Drama,Daniel Thomas,Emily Brown,USA,2019,R,87,Tamil,8.64,86516,Adults,"A drama movie directed by Daniel Thomas, starring Emily Brown. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Drama Daniel Thomas Emily Brown USA Tamil R Adults A drama movie directed by Daniel Thomas, starring Emily Brown. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
81,Broken Dreams 81,Romance,David Smith,Daniel Scott,USA,2000,U,127,Telugu,1.84,171990,Kids,"A romance movie directed by David Smith, starring Daniel Scott. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Romance David Smith Daniel Scott USA Telugu U Kids A romance movie directed by David Smith, starring Daniel Scott. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
82,Beyond Time 82,Horror,Arjun Rao,Emily Brown,Japan,2021,U,101,Japanese,3.2,473225,Teens,"A horror movie directed by Arjun Rao, starring Emily Brown. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events.","Horror Arjun Rao Emily Brown Japan Japanese U Teens A horror movie directed by Arjun Rao, starring Emily Brown. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events."
83,The Warrior 83,Comedy,Priya Sharma,Chris Evans,USA,2005,PG-13,130,English,9.03,150910,Family,"A comedy movie directed by Priya Sharma, starring Chris Evans. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Comedy Priya Sharma Chris Evans USA English PG-13 Family A comedy movie directed by Priya Sharma, starring Chris Evans. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
84,Unknown Enemy 84,Romance,James Anderson,Priya Rao,France,2001,PG,100,English,5.52,433106,Kids,"A romance movie directed by James Anderson, starring Priya Rao. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Romance James Anderson Priya Rao France English PG Kids A romance movie directed by James Anderson, starring Priya Rao. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
85,Unknown Enemy 85,Sci-Fi,Christopher Lee,Emily Brown,South Korea,2000,U/A,148,Telugu,3.07,205715,Adults,"A sci-fi movie directed by Christopher Lee, starring Emily Brown. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Sci-Fi Christopher Lee Emily Brown South Korea Telugu U/A Adults A sci-fi movie directed by Christopher Lee, starring Emily Brown. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
86,Digital World 86,Adventure,Steven Martin,Ananya Sharma,South Korea,2018,A,83,Japanese,1.22,371860,Adults,"A adventure movie directed by Steven Martin, starring Ananya Sharma. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure Steven Martin Ananya Sharma South Korea Japanese A Adults A adventure movie directed by Steven Martin, starring Ananya Sharma. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
87,The Great Adventure 87,Thriller,James Anderson,Chris Evans,South Korea,2016,PG-13,123,Tamil,9.46,305728,Family,"A thriller movie directed by James Anderson, starring Chris Evans. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Thriller James Anderson Chris Evans South Korea Tamil PG-13 Family A thriller movie directed by James Anderson, starring Chris Evans. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
